Y;X1;X2
10856;-3618;14474
6615;-1750;8365
81112;-9482;90594
51956;-8794;60750
30189;-4175;34364
25705;-3167;28872
97446;-677;98123
81899;-5894;87793
80715;-2660;83375
30161;-7732;37893
81820;-7923;89743
58601;-8639;67240
9104;-4339;13443
19512;-6541;26053
83256;-1668;84924
73085;-8984;82069
57112;-7778;64890
88629;-6599;95228
51711;-5552;57263
87730;-908;88638
86469;-8476;94945
20732;-6197;26929
83587;-3138;86725
43387;-8193;51580
79682;-5802;85484
64264;-5285;69549
23322;-7263;30585
77543;-6786;84329
48918;-5185;54103
60233;-4938;65171
22135;-3145;25280
62325;-7622;69947
62556;-1070;63626
15432;-6839;22271
5425;-2518;7943
1621;-3696;5317
4177;-6943;11120
62634;-9059;71693
79641;-1499;81140
1010;-129;1139
73128;-9166;82294
17369;-2243;19612
24435;-9366;33801
40367;-8090;48457
22823;-936;23759
36805;-9337;46142
67948;-3606;71554
69615;-621;70236
30051;-6188;36239
12938;-1237;14175
85586;-916;86502
78242;-3854;82096
3101;-2292;5393
62836;-5571;68407
19786;-8878;28664
88033;-3241;91274
83618;-582;84200
45744;-5730;51474
91589;-8293;99882
95802;-3832;99634
89599;-5544;95143
19481;-6975;26456
86507;-5520;92027
60651;-810;61461
58581;-8602;67183
54452;-7420;61872
7171;-7462;14633
83886;-8319;92205
88411;-4814;93225
21017;-9132;30149
77665;-7358;85023
82585;-136;82721
1770;-8986;10756
59684;-4734;64418
28277;-5580;33857
89977;-5933;95910
31514;-2157;33671
53025;-5717;58742
53224;-3395;56619
43257;-9741;52998
53772;-1840;55612
53240;-8768;62008
70765;-6470;77235
30166;-7361;37527
33539;-8734;42273
35895;-8216;44111
40648;-6879;47527
41996;-2210;44206
48786;-990;49776
48556;-6503;55059
50415;-9147;59562
8195;-4862;13057
75590;-4746;80336
61633;-8217;69850
78725;-8791;87516
32239;-8757;40996
24356;-2362;26718
47317;-6674;53991
56104;-9191;65295
24327;-8954;33281
98154;-510;98664
68382;-8818;77200
89856;-9295;99151
46125;-270;46395
46292;-9491;55783
-2873;-5349;2476
13909;-6388;20297
78282;-9745;88027
32508;-5779;38287
22258;-4141;26399
26960;-6527;33487
48465;-7929;56394
30110;-2541;32651
9777;-2628;12405
58568;-9905;68473
31826;-5127;36953
74293;-7983;82276
-6530;-8655;2125
20737;-407;21144
49405;-4443;53848
-1821;-6207;4386
-539;-4895;4356
